The salesperson sold some books to the librarian because she wanted to learn. ||| La salesperson a vendu quelques livres au bibliothécaire parce qu'elle voulait apprendre.
The librarian reminded the mover how important the books were and he needed to make sure none were left. ||| Le bibliothécaire a rappelé au mouvement l'importance des livres et il a besoin de s'assurer qu'aucun n'a été laissé.
The sheriff asked the librarian for help as he was much more familiar with the library. ||| Le sheriff a demandé à la bibliothécaire de l'aide car il était beaucoup plus connu avec la bibliothèque.
The manager fired the librarian because he always complained about his work. ||| Le gestionnaire a licencié le bibliothécaire parce qu'il s'est toujours plaint de son travail.
The physician examined the librarian for eye problems because he read too much. ||| Le médecin a examiné le bibliothécaire pour des problèmes oculaires parce qu'il lit trop.
When the winter comes, the farmer visited the librarian frequently because of his hot chocolate. ||| Lorsque l'hiver arrive, l'agriculteur visite le bibliothécaire fréquemment à cause de son chocolat chaud.
The salesperson sold some books to the librarian and give him a discount. ||| Le salesperson a vendu quelques livres au bibliothécaire et lui a donné un rabais.
The janitor cleaned the librarian 's room and told him it is ready. ||| Le janitor a nettoyé la chambre du bibliothécaire et lui a dit qu'il était prêt.
The CEO stared at the librarian and asked him for a dinner. ||| Le PDG regarda le bibliothécaire et lui demanda un dîner.
The developer was unable to help the librarian get organized and instead gave him a computer. ||| Le développeur était incapable d'aider le bibliothécaire à s'organiser et lui a plutôt donné un ordinateur.
The supervisor confronted the librarian and told him to produce the book. ||| Le superviseur a confronté le bibliothécaire et lui a dit de produire le livre.
The lawyer needed the librarian to find a book and asked him to. ||| L'avocat a besoin du bibliothécaire pour trouver un livre et lui a demandé.
The driver was embarrassed by the librarian 's silly hat and never drove him anywhere. ||| Le chauffeur a été embarrassé par le chapeau stupide du bibliothécaire et ne l'a jamais conduit nulle part.
The cook loved the librarian 's books and constantly stole from him. ||| Le cuisinier aimait les livres de la bibliothécaire et lui volait constamment.
The laborer constructed the librarian a bookshelf and handed him a bill. ||| Le travailleur a construit à la bibliothécaire une librairie et lui a livré un billet.
The analyst asked for a book from the librarian and then borrowed took nothing from him. ||| L'analyste a demandé un livre de la bibliothèque, puis emprunté n'a rien pris de lui.
The guard noticed the librarian and greeted him. ||| Le garde a remarqué le bibliothécaire et l'a salué.
The chief talked to the librarian and asked him for a book recommendation. ||| Le chef a parlé au bibliothécaire et lui a demandé une recommandation de livre.
The mechanic waved at the librarian and walked away from him. ||| Le mécanicien s’enfuit vers le bibliothécaire et s’enfuit de lui.
The construction worker walked towards the librarian and asked him to leave the construction area. ||| L’ouvrier de construction se dirigea vers le bibliothécaire et lui demanda de quitter la zone de construction.
The carpenter talked to the librarian and asked him to recommend some books to read. ||| Le carpenter a parlé au bibliothécaire et lui a demandé de recommander quelques livres à lire.
The mover greeted the librarian and asked him where the books were. ||| Le mouvement a salué le libraire et lui a demandé où étaient les livres.
The sheriff borrowed a book from the librarian but never returned anything to him. ||| Le sheriff a emprunté un livre de la bibliothécaire mais n'a jamais restitué rien à lui.
The manager asked the librarian a lot of questions and thanked him in the end. ||| Le gestionnaire a posé beaucoup de questions au bibliothécaire et lui a remercié à la fin.
The physician noticed the librarian 's eye twitched and treated him. ||| Le médecin a remarqué que l'œil du bibliothécaire s'est tourné et l'a traité.
The farmer visited the librarian and asked him about the library hours. ||| L'agriculteur a visité le bibliothécaire et lui a demandé les heures de la bibliothèque.
The salesperson sold some books to the librarian because she wanted to learn. ||| La salesperson a vendu quelques livres à la bibliothèque parce qu'elle voulait apprendre.
The janitor cleaned the librarian 's room and she was grateful. ||| Le gendarme a nettoyé la chambre du bibliothécaire et elle était reconnaissante.
The librarian helped the CEO to find the book because it is her job. ||| La bibliothèque a aidé le PDG à trouver le livre parce que c'est son travail.
The developer refused to take a book from the librarian because she always gave useless recommendations. ||| Le développeur a refusé de prendre un livre de la bibliothèque parce qu'elle a toujours donné des recommandations inutiles.
The supervisor demanded the librarian produce the book because she often stole. ||| Le superviseur a demandé à la bibliothécaire de produire le livre parce qu'elle vole souvent.
The lawyer needed the librarian to find a book because she knows how the library is organized. ||| L'avocat a besoin de la bibliothèque pour trouver un livre parce qu'elle sait comment la bibliothèque est organisée.
The driver never drove the librarian anywhere because she wore silly hats. ||| Le chauffeur n'a jamais conduit la bibliothèque nulle part parce qu'elle portait des chapeaux stupides.
The cook secretly stole the librarian 's books to make her less trusting. ||| La cuisinière vole secrètement les livres de la bibliothèque pour la rendre moins fiable.
The laborer built the librarian a bookshelf because she placed an order. ||| La travailleuse a construit à la bibliothèque une librairie parce qu'elle a mis une commande.
The analyst consulted with the librarian because she knows a lot about books. ||| L'analyste a consulté la bibliothèque parce qu'elle sait beaucoup sur les livres.
The guard asked the librarian to leave because it was late and she looked really tired. ||| La garde a demandé à la bibliothèque de partir parce qu'il était trop tard et elle a l'air vraiment fatiguée.
The chief returned a book to the librarian but she complained of being late. ||| Le chef a restitué un livre à la bibliothèque, mais elle s'est plainte d'être tard.
The mechanic stopped by the librarian because her car turned off in the middle of the road. ||| La mécanique a été arrêtée par la bibliothèque parce que sa voiture s'est détournée au milieu de la route.
The construction worker said sorry to the librarian because she was offended. ||| L'ouvrier de construction a parlé à la bibliothèque pour avoir été offensée.
The carpenter always asks the librarian for help because she knows a lot of words. ||| Le carpenter demande toujours l’aide de la bibliothèque parce qu’elle connaît beaucoup de mots.
