Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's madre es un diseñador de joyas y su padre es un abogado.
Trinidadian designer Peter Minshall is renowned not only for his Carnival costumes but also for his role in opening ceremonies of the Barcelona Olympics , the 1994 FIFA World Cup , the 1996 Summer Olympics , and the 2002 Winter Olympics , for which he won an Emmy Award . ||| El diseñador trinitense Peter Minshall es reconocido no sólo por sus trajes de carnaval, sino también por su papel en las ceremonias de apertura de los Juegos Olímpicos de Barcelona, la Copa Mundial de la FIFA de 1994, los Juegos Olímpicos de Verano de 1996 y los Juegos Olímpicos de Invierno de 2002, por los que ganó un Premio Emmy.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice y Ginevra muestran un dominio perfecto de la pista en sus respectivas actuaciones y el diseñador los señala como sus propios favoritos.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Diseñador Gutzon Borglum constantemente elogió a Luigi por sus grandes habilidades como un tallador de piedra clásicamente entrenado : " Él vale la pena cualquier tres hombres en América para este tipo particular de trabajo. "
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Cuando el autobús hidroeléctrico se desintegró en el aterrizaje, el diseñador jefe y su asistente fueron atados en el G-45 para una caída de prueba; sobrevivieron, pero el proyecto fue cancelado.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| El diseñador de moda Paul Poiret comentó en su autobiografía " Rey de la Moda ", " Siempre veré a Mounet - Sully en " Edipo Rex ", ciego, bajando por los escalones del templo, y diciendo en voz suave :'Hijos de Cadmus antiguo, jóvenes sucesores... '
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Él apareció en la portada de MIDWEEK y a los 23 años fue llamado `` AMERICA 'S HOTTEST DESIGNER '' que otoño fue el ganador del VH1 Reality Show llamado `` Glam GOD '' presentado por Vivica A.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden (3 de junio de 1906 – 6 de marzo de 1998) fue un diseñador industrial británico, que es conocido principalmente por su trabajo en automóviles y bicicletas.
The Soviets also captured schematics for the gun and the designer himself . ||| Los soviéticos también capturaron esquemas para el arma y el propio diseñador.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| El ex diseñador jefe de Audi Hartmut Warkuss vio su talento y potencial de inmediato y le ofreció una beca para el Royal College of Art en Londres, la universidad de élite internacional en diseño.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| En Italia, el diseñador Gio Ponti fue famoso por sus diseños aerodinámicos.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (23 de julio de 1934 - 2 de junio de 2017) fue un diseñador de automóviles conocido por su trabajo en una amplia gama de automóviles — estimados en más de ochenta — de los coches deportivos exóticos incluyendo el Ferrari 365 California, De Tomaso Pantera y Aston Martin Lagonda Coupé a coches populares de alto volumen incluyendo el Ford Fiesta de primera generación ( 1972 ) y el Fiat 124 Spider ( 1966 ).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| El diseñador de la estructura es desconocido, sin embargo, fue posiblemente el propio Jensen, o su amigo, arquitecto de la escuela de pradera Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| Aparte de la música, Shelby es un diseñador UX / Diseñador Gráfico / Pintor y su trabajo se extiende desde diseños de álbumes ( sobre todo Ire Works by The Dillinger Escape Plan ), logotipos y diseños de interfaz.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Había dos coches de carreras de pista de tierra llamados "Jimmy" y "Jimmy, Jr." después del diseñador jefe y su hijo.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| El diseñador del rifle, Mikhail Kalashnikov vivió en Izhevsk hasta su muerte en 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Se formó de 1701 a 1702 con el diseñador de tapices de Bruselas Lodewijk van Schoor que se había establecido en Amberes en 1696.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| En 2014, el diseñador estadounidense de armas de fuego Jim Sullivan proporcionó una entrevista en video sobre sus contribuciones a la familia M16 / M4 de rifles cuando trabaja para Armalite.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow fue jefe de dibujo - diseñador y su trabajo fue crucial para su estrategia de estandarización de las formas y componentes del casco, aumentando así la eficiencia y rentabilidad.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Su padre era un diseñador de proyector de cine y su abuelo hizo piezas para máquinas de fonógrafo.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén fue diseñadora industrial, y después de su graduación de Columbia, impartió clases de diseño publicitario en su alma mater, Cooper Union, y The New School, ambos en Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| El diseñador vio su ropa original en el Museo Nacional de Traje.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| De hecho, los modelos juegan básicamente el mismo papel en la economía que en la moda: proporcionan un marco articulado en el que mostrar su material a ventaja... ; un papel útil, pero lleno de los peligros que el diseñador puede dejarse llevar por su inclinación personal para el modelo, mientras que los clientes pueden olvidar que el modelo es más racional que la realidad.
