Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's mère est une joaillerie designer et son père est un avocat.
Trinidadian designer Peter Minshall is renowned not only for his Carnival costumes but also for his role in opening ceremonies of the Barcelona Olympics , the 1994 FIFA World Cup , the 1996 Summer Olympics , and the 2002 Winter Olympics , for which he won an Emmy Award . ||| Le designer trinidadien Peter Minshall est reconnu non seulement pour ses costumes de carnaval, mais aussi pour son rôle dans les cérémonies d'ouverture des Jeux olympiques de Barcelone, la Coupe du monde de la FIFA de 1994, les Jeux olympiques d'été de 1996 et les Jeux olympiques d'hiver de 2002, pour lesquels il a remporté un Emmy Award.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice et Ginevra montrent une maîtrise parfaite de la piste dans leurs performances respectives et le concepteur les indique comme ses propres favoris.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Designer Gutzon Borglum constamment loué Luigi pour ses grandes capacités en tant que sculpteur de pierre classique : " Il vaut n'importe quel trois hommes en Amérique pour ce type de travail particulier. "
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Quand le bus hydroélectrique s'est désintégré à l'atterrissage, le concepteur en chef et son assistant ont été attachés dans le G-45 pour une chute d'essai ; ils ont survécu, mais le projet a été annulé.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| Créateur de mode Paul Poiret commente dans son autobiographie " Roi de la mode ", " Je verrai toujours Mounet - Sully dans " Oedipus Rex ", aveugle, descendant les marches du temple, et disant d'une voix suave:'Enfants de l'ancien Cadmus, jeunes successeurs.. '
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Il est apparu sur la couverture de MIDWEEK et à 23 ans a été appelé `` AMERICA'S HOTEST DESIGNER '' cet automne, il a été le gagnant du VH1 Reality Show appelé `` Glam God '' hébergé par Vivica A.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden (né le 3 juin 1906 et mort le 6 mars 1998 ) était un designer industriel britannique, connu principalement pour son travail sur les automobiles et les bicyclettes.
The Soviets also captured schematics for the gun and the designer himself . ||| Les Soviétiques ont également capturé des schémas pour l'arme et le dessinateur lui-même.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| L'ancien designer en chef d'Audi Hartmut Warkuss a vu son talent et son potentiel immédiatement et lui a offert une bourse pour le Royal College of Art à Londres, le collège international d'élite en design.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| En Italie, le designer Gio Ponti était célèbre pour ses designs rationalisés.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (du 23 juillet 1934 au 2 juin 2017) était un designer automobile reconnu pour son travail sur une large gamme d'automobiles – estimées à plus de quatre - vingt – de voitures de sport exotiques dont les Ferrari 365 California, De Tomaso Pantera et Aston Martin Lagonda Coupé à des voitures populaires de haut volume dont la Ford Fiesta de première génération ( 1972 ) et la Fiat 124 Spider ( 1966 ).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| Le concepteur de la structure est inconnu, cependant, il était peut-être Jensen lui-même, ou son ami, l'architecte de l'école de prairie Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| Outre la musique, Shelby est un UX Designer / Graphic Designer / Peintre et son travail s'étend des mises en page d'albums (plus particulièrement Ire Works by The Dillinger Escape Plan ), des logos et des designs d'interface.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Il y avait deux voitures de course de piste de terre appelées " Jimmy " et " Jimmy, Jr. " après le concepteur en chef et son fils.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| Le concepteur de fusil, Mikhail Kalashnikov a vécu à Izhevsk jusqu'à sa mort en 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Il s'est formé de 1701 à 1702 avec le designer de tapisserie bruxellois Lodewijk van Schoor qui s'était établi à Anvers en 1696.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| En 2014, le designer américain Jim Sullivan a fourni une interview vidéo sur ses contributions à la famille M16 / M4 de fusils lorsqu'il travaillait pour Armalite.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow était chef dessinateur - designer et son travail a été crucial pour leur stratégie de standardisation des formes et des composants de coque, augmentant ainsi l'efficacité et la rentabilité.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Son père était un projecteur de cinéma et son grand-père fait des pièces pour les machines de phonographe.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén était un designer industriel, et après son diplôme de Columbia, a enseigné des cours de design publicitaire à son alma mater, Cooper Union, et The New School, tous deux à Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Le designer a vu ses vêtements originaux au Musée national des costumes.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| En effet, les modèles jouent fondamentalement le même rôle dans l'économie que dans la mode : ils fournissent un cadre articulé sur lequel montrer votre matériel à l'avantage... ; un rôle utile, mais chargé des dangers que le concepteur peut se laisser emporter par son inclination personnelle pour le modèle, tandis que les clients peuvent oublier que le modèle est plus rationalisé que la réalité.
