Her stepfather is a carpenter and her father , who died , worked in an oil refinery . ||| Su padre es un carpintero y su padre, que murió, trabajó en una refinería de petróleo.
Stayrook , who hails from San Diego , California , is an ex - carpenter , and earned the nickname " The Rock " because of his sturdy build and solid position at the foul - line . ||| Stayrook, que proviene de San Diego, California, es un ex carpintero, y ganó el nombre de "The Rock" debido a su fortaleza y posición sólida en la línea de la trampa.
Her stepfather is a carpenter and her father , who died , worked in an oil refinery . ||| Su padre es un carpintero y su padre, que murió, trabajó en una refinería de petróleo.
Her father was a carpenter and her mother a housewife . ||| Su padre era un carpintero y su madre una casa.
The ships carpenter reported that she would not last more than six months . ||| El carpintero de la nave informó que ella no duraría más de seis meses.
According to Graves , a pregnant Mary is compelled to pretend to marry an old , pious carpenter , Joseph , to protect herself and the unborn Jesus .. ||| Según Graves, una mujer embarazada está obligada a pretender casarse con un viejo carpintero, José, para protegerse a sí misma y al no nacido Jesús.
Her father worked as a carpenter and her mother was a teacher . ||| Su padre trabajó como carpintero y su madre era maestra.
His father , Mr. Sutchai , is a carpenter and his mother Ms. Somphon , is a practical nurse . ||| Su padre, el señor Sutchai, es un carpintero y su madre, la señora Somphon, es una enfermera práctica.
Wilhelm Maybach was born in Heilbronn , Baden - Württemberg in 1846 , the son of a carpenter and his wife Luise . ||| Wilhelm Maybach nació en Heilbronn, Baden-Württemberg en 1846, el hijo de un carpintero y su esposa Luise.
Osewold the Reeve , who had originally been a carpenter himself , shouts out his immediate objection to such ridicule , and protests that the tale will insult carpenters and wives , but the Miller insists on proceeding with his tale . ||| Osewold el Reeve, que originalmente había sido un carpintero mismo, grita su inmediata objeción a tal ridículo, y protesta que la historia insultará a los carpinteros y a las esposas, pero el Miller insiste en continuar con su historia.
The carpenter reported that he had heard machinery operating towards the stern of the ship , but it was not clear whether this might have been the site diesel generator which ran at all times . ||| El carpintero informó que había oído que la máquina operaba hacia la esterna del barco, pero no era claro si esto podría haber sido el generador de diésel que corrió en todos los tiempos.
Though a carpenter will typically fashion handles and woodblocks and set and sharpen his blades himself , the blades themselves are forged by steel smiths and provided unmounted to the carpenter . ||| A pesar de que un carpintero tipicamente hará manchas de moda y blocos de madera y se ajusta y se agarra sus hojas, las hojas en sí son forjadas por espinas de acero y se suministran al carpintero.
[ [ Richard Hauptmann ] ] , a 34-year - old German immigrant carpenter , was arrested near his home in [ [ the Bronx ] ] , New York , on , 1934 , after paying for gasoline with one of the ransom bills . ||| [Richard Hauptmann], un prisionero alemán de 34 años, fue arrestado cerca de su casa en [Bronx], Nueva York, en 1934, después de pagar por la gasolina con una de las facturas de rescate.
A 30-year-old carpenter suffered accidental piercing of his jaw by a 3-inch nail from a nail gun . ||| Un carpintero de 30 años sufrió una perforación accidental de su cuello por una uva de 3 pulgadas de una pistola de uva.
The company was established in 1907 by a Norwegian immigrant and carpenter Carl E. Overaa , who committed himself to rebuilding the Bay Area after the San Francisco earthquake of 1906 . ||| La compañía fue fundada en 1907 por un inmigrante y carpenter noruego Carl E. Overaa, que se comprometió a reconstruir el área de la bahía después del terremoto de San Francisco de 1906.
This artisanal mastery was becoming an anachronism by the time of Cornett 's life , yet the carpenter stubbornly kept at his craft , enduring considerable poverty in consequence . ||| Este maestro artesanal se convirtió en un anacronismo en el tiempo de la vida de Cornett, sin embargo, el carpintero duramente se mantuvo en su trayectoria, soportando una pobreza considerable como consecuencia.
The carpenter aboard " Reniera e Soderina " confronted his captain , telling him to surrender or face a mutiny . ||| El carpintero a bordo de "Reniera e Soderina" se enfrentó a su capitán, diciendo que se entregó o se enfrentó a un mutino.
The only businesses that flourish serve the gin industry : gin sellers ; a distiller ( the aptly named Kilman ) ; the pawnbroker where the avaricious Mr. Gripe greedily takes the vital possessions ( the carpenter offers his saw and the housewife her cooking utensils ) of the alcoholic residents of the street in return for a few pennies to feed their habit ; and the undertaker , for whom Hogarth implies at least a handful of new customers from this scene alone . ||| Las únicas empresas que florecen sirven a la industria de gin: los vendedores de gin; un destilador (el aptamente llamado Kilman); el pawnbroker donde el avarioso señor Gripe apasionadamente toma las posesiones vitales (el carpintero ofrece sus hojas y la esposa su utensilios de cocina) de los residentes alcohólicos de la calle a cambio de unos pocos pennies para alimentar su hábito; y el empresario, para el que Hogarth implica al menos una cuarta parte de nuevos clientes de esta escena solo.
But the young carpenter with his throat cut was able to drag himself to the village to alert them and describe his killers . ||| Pero el joven carpintero con su corte de garganta pudo atraerse a la aldea para alertarlos y describir a sus asesinos.
His father , George , was a carpenter and his mother , Theano , worked as a maid . ||| Su padre, George, era un carpintero y su madre, Theano, trabajó como maid.
He was born in Lac des Deux - Montagnes near Oka , the son of a carpenter and his wife . ||| Nació en Lac des Deux - Montagnes cerca de Oka, hijo de un carpintero y su esposa.
Stayrook , who hails from San Diego , California , is an ex - carpenter , and earned the nickname " The Rock " because of his sturdy build and solid position at the foul - line . ||| Stayrook, que proviene de San Diego, California, es un ex carpintero, y ganó el apellido "La roca" debido a su fortaleza y posición sólida en la línea del mal.
Her stepfather is a carpenter and her father , who died , worked in an oil refinery . ||| Su padre es un carpintero y su padre, que murió, trabajó en una refinería de petróleo.
Her father was a carpenter and her mother a housewife . ||| Su padre era un carpintero y su madre una casa.
The ships carpenter reported that she would not last more than six months . ||| Los barcos carpintero informó que ella no duraría más de seis meses.
According to Graves , a pregnant Mary is compelled to pretend to marry an old , pious carpenter , Joseph , to protect herself and the unborn Jesus .. ||| Según Graves, una mujer embarazada está obligada a pretender casarse con un viejo carpintero, José, para protegerse a sí misma y al no nacido Jesús.
Her father worked as a carpenter and her mother was a teacher . ||| Su padre trabajó como un carpintero y su madre era un maestro.
His father , Mr. Sutchai , is a carpenter and his mother Ms. Somphon , is a practical nurse . ||| Su padre, el señor Sutchai, es un carpintero y su madre, la señora Somphon, es una enfermera práctica.
Wilhelm Maybach was born in Heilbronn , Baden - Württemberg in 1846 , the son of a carpenter and his wife Luise . ||| Wilhelm Maybach nació en Heilbronn, Baden-Württemberg en 1846, el hijo de un carpintero y su esposa Luise.
Osewold the Reeve , who had originally been a carpenter himself , shouts out his immediate objection to such ridicule , and protests that the tale will insult carpenters and wives , but the Miller insists on proceeding with his tale . ||| Osewold el Reeve, que originalmente había sido un carpintero mismo, grita su inmediata objeción a tal ridículo, y protestas que la historia insultará a los carpinteros y a las esposas, pero el Miller insiste en continuar con su historia.
The carpenter reported that he had heard machinery operating towards the stern of the ship , but it was not clear whether this might have been the site diesel generator which ran at all times . ||| El carpenter informó que había oído que las máquinas funcionaban hacia la esterna del barco, pero no era claro si esto podría haber sido el generador de diésel que corrió en todo momento.
